id,age,gender,education,country,ethnicity,nscore,escore,oscore,ascore,cscore,impulsive,ss,alcohol,amphet,amyl,benzos,caff,cannabis,choc,coke,crack,ecstasy,heroin,ketamine,legalh,lsd,meth,mushrooms,nicotine,semer,vsa
44,0,0,0,0,1,-0.92104,-0.57545,-0.31776,-0.15487,-1.0145,-0.21711999999999998,-0.21575,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0
45,1,0,5,0,2,-1.05308,1.45421,0.44585,1.2861,0.9394899999999999,-0.21711999999999998,0.07987000000000001,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
46,1,1,5,0,1,-0.46725,0.47617,1.24033,0.9415600000000001,1.6308799999999999,-1.37983,-2.07848,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
47,4,1,6,1,1,0.31287,0.63779,-1.1190200000000001,0.28783000000000003,1.46191,-0.71126,-0.8463700000000001,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
48,4,0,2,0,1,-2.05048,0.80523,0.29338000000000003,0.9415600000000001,1.1340700000000001,-2.55524,-1.18084,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
49,4,0,4,0,1,0.13606,-0.80615,-0.31776,-0.15487,-0.65253,0.19268,-0.8463700000000001,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
50,1,1,2,0,3,0.82562,-0.57545,-1.97495,-0.91699,0.25953000000000004,0.52975,1.2247,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
51,0,0,2,0,1,1.02119,-0.15487,-0.17779,-1.21213,-0.00665,-0.71126,-0.8463700000000001,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0
52,4,0,0,1,1,1.13281,0.9624799999999999,-0.58331,-0.91699,-1.92173,1.8620299999999999,1.92173,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
53,5,1,5,0,1,-0.14882,0.0033200000000000005,-1.42424,0.28783000000000003,-0.78155,0.52975,-1.5485799999999998,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
54,4,0,2,0,1,-1.43907,-0.15487,1.0623799999999999,0.28783000000000003,0.25953000000000004,-0.21711999999999998,-0.21575,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55,5,0,4,0,1,0.04257,1.11406,-0.58331,-1.07533,-1.13788,1.29221,1.2247,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
56,5,1,0,0,1,0.04257,-0.69509,-1.1190200000000001,-0.45321000000000006,-0.40581,-1.37983,-2.07848,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
57,0,1,6,0,1,0.04257,0.0033200000000000005,-1.68062,-0.01729,0.25953000000000004,-1.37983,-1.5485799999999998,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
58,1,1,5,0,1,-0.58016,0.63779,-1.97495,0.28783000000000003,0.7583,-0.71126,-0.52593,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
59,4,0,3,0,1,0.22393000000000002,0.63779,-0.019280000000000002,-0.45321000000000006,-0.40581,1.8620299999999999,1.2247,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0
60,4,0,5,0,1,-0.46725,-1.23177,-1.2755299999999998,-1.6209,-0.14277,-1.37983,-1.5485799999999998,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
61,1,1,1,0,1,1.37297,0.32197,0.29338000000000003,-0.30172,-0.27607,-1.37983,0.07987000000000001,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
62,4,0,2,0,4,-2.21844,1.58487,1.24033,0.13136,1.3061200000000002,-1.37983,-1.18084,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
63,1,0,5,0,1,-0.58016,-1.37639,-1.82919,-1.34289,0.41594,-1.37983,-1.18084,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
64,4,0,5,0,1,1.02119,-0.30033000000000004,-0.71727,-0.60633,-0.00665,-1.37983,-1.18084,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
65,4,0,1,0,1,-1.5507799999999998,0.47617,1.0623799999999999,-0.45321000000000006,0.9394899999999999,-1.37983,-0.52593,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
66,0,0,6,0,1,0.73545,0.47617,-0.8473200000000001,1.11406,0.5848899999999999,0.52975,-0.21575,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
67,4,0,4,0,1,-1.05308,-0.69509,-1.1190200000000001,1.2861,0.41594,-0.71126,-1.18084,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
68,1,0,2,0,1,-0.34799,-0.30033000000000004,1.0623799999999999,-0.91699,-0.14277,0.88113,-0.21575,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
69,0,0,0,3,1,-0.92104,0.0033200000000000005,0.29338000000000003,-0.15487,-0.27607,-0.21711999999999998,0.07987000000000001,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
70,4,1,4,0,1,-0.051879999999999996,-0.69509,-1.68062,0.28783000000000003,-0.00665,-1.37983,-0.8463700000000001,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
71,1,0,6,0,1,-0.34799,-0.30033000000000004,0.14143,-1.92595,-0.27607,0.52975,0.7654,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0
72,4,1,3,1,1,-0.46725,1.11406,-0.31776,1.11406,0.12330999999999999,-2.55524,-0.8463700000000001,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
73,4,0,3,0,1,-1.5507799999999998,0.9624799999999999,-0.019280000000000002,0.43851999999999997,0.9394899999999999,0.19268,0.40148,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
74,4,0,0,0,1,-0.67825,-0.57545,-0.31776,0.28783000000000003,1.1340700000000001,-0.71126,-0.21575,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
75,3,1,4,0,1,-1.1943,-1.7625,-2.8595,-1.47955,0.25953000000000004,0.52975,-2.07848,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
76,1,0,5,0,1,-0.14882,0.16767,-1.55521,-0.7609600000000001,-0.40581,0.52975,-0.21575,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
77,4,1,8,1,1,-0.34799,-0.69509,-1.55521,0.43851999999999997,0.5848899999999999,-2.55524,-2.07848,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
78,0,0,5,0,1,0.13606,-1.6334,-0.58331,-1.21213,-0.40581,-0.21711999999999998,-2.07848,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
79,0,0,6,0,1,-0.79151,-0.80615,-2.09015,-1.6209,-2.18109,-2.55524,-1.18084,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
80,0,0,0,0,1,-0.34799,-0.80615,-1.97495,1.11406,-0.65253,-0.21711999999999998,-0.21575,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
81,3,1,1,1,1,0.04257,0.32197,0.44585,-0.15487,1.46191,-0.21711999999999998,-0.21575,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
82,5,1,5,0,1,-0.79151,-1.23177,-0.019280000000000002,-0.91699,-0.14277,0.88113,0.40148,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
83,5,0,2,1,1,-2.05048,1.45421,-0.97631,0.59042,1.46191,-0.21711999999999998,-1.18084,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
84,5,1,8,0,3,1.02119,-0.9477899999999999,-1.1190200000000001,1.45039,-1.6410099999999999,0.19268,-0.21575,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
85,4,0,4,0,1,-0.34799,0.16767,-0.31776,-0.30172,-0.14277,-1.37983,0.07987000000000001,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
86,1,1,3,0,1,-0.46725,0.0033200000000000005,-1.55521,0.13136,0.41594,0.52975,1.2247,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
87,0,0,6,0,1,0.73545,-0.15487,-1.1190200000000001,0.13136,-0.14277,-0.21711999999999998,0.40148,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
88,5,0,4,0,1,-0.92104,0.16767,-0.45174,-0.30172,0.25953000000000004,-0.71126,0.40148,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
89,0,1,6,0,1,0.31287,-1.92173,-1.42424,-0.7609600000000001,-0.52745,-1.37983,-2.07848,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
90,0,1,2,0,1,0.9109299999999999,-0.57545,0.29338000000000003,-0.60633,-0.27607,0.52975,-0.21575,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
91,0,1,2,0,1,1.37297,0.32197,0.7233,0.28783000000000003,-0.78155,-1.37983,0.07987000000000001,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
92,0,0,0,1,1,0.41667,-0.43998999999999994,0.7233,0.28783000000000003,0.7583,0.88113,0.7654,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,1,0,3,0,1,-1.5507799999999998,-0.30033000000000004,-0.45174,0.28783000000000003,-0.00665,-0.71126,-0.8463700000000001,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
94,3,1,4,0,1,-0.14882,-0.80615,-0.97631,0.7609600000000001,0.41594,-1.37983,-1.5485799999999998,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
95,4,0,2,0,1,-0.67825,-0.57545,-0.97631,0.59042,-0.14277,-1.37983,-2.07848,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
96,4,0,2,0,1,-0.46725,0.32197,1.0623799999999999,-1.6209,1.1340700000000001,0.52975,-0.21575,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
97,0,1,5,1,1,0.13606,-1.09207,0.29338000000000003,-0.15487,0.7583,-1.37983,-1.5485799999999998,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
98,4,1,2,0,1,-0.46725,0.63779,-0.31776,-0.60633,-1.13788,0.19268,-0.8463700000000001,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
99,0,0,1,1,1,-1.1943,-0.43998999999999994,-0.019280000000000002,-0.60633,0.9394899999999999,-0.21711999999999998,1.2247,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
100,1,1,5,0,1,-0.67825,3.00537,0.7233,0.9415600000000001,1.6308799999999999,0.52975,0.40148,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
101,1,0,2,3,1,-1.05308,2.57309,0.58331,-1.47955,-0.40581,-0.21711999999999998,1.2247,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0
102,4,1,4,4,1,-0.58016,0.47617,-1.68062,-0.15487,0.9394899999999999,-1.37983,-0.8463700000000001,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
103,4,0,3,0,1,-0.58016,1.2861,1.43533,-1.34289,-0.00665,-0.71126,1.2247,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0
104,4,1,0,1,1,0.04257,0.63779,-0.31776,-0.30172,0.12330999999999999,0.19268,0.7654,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
105,1,1,6,1,1,-0.92104,0.16767,-0.17779,1.11406,0.5848899999999999,-0.71126,0.07987000000000001,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0
106,0,0,0,0,1,-2.21844,0.47617,-1.82919,-0.7609600000000001,2.04506,-1.37983,-1.5485799999999998,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
107,1,1,6,0,1,1.02119,-0.30033000000000004,-1.82919,0.28783000000000003,-0.40581,-1.37983,-0.8463700000000001,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
108,0,1,4,0,1,0.13606,0.0033200000000000005,-1.2755299999999998,-0.7609600000000001,0.5848899999999999,0.52975,-0.21575,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
109,1,1,5,0,1,-0.46725,2.127,0.14143,0.13136,0.7583,1.8620299999999999,1.2247,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
110,4,1,6,0,1,-0.79151,0.47617,-1.42424,-0.91699,-0.52745,-0.71126,0.07987000000000001,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
111,4,0,2,0,4,-0.14882,0.32197,0.14143,-0.30172,-0.14277,0.19268,-0.52593,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
112,1,0,2,0,1,0.31287,-1.09207,-0.8473200000000001,-0.60633,-0.65253,0.19268,0.40148,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
113,1,1,5,0,1,-1.1943,0.32197,0.8830899999999999,-1.21213,-0.78155,-0.21711999999999998,-0.21575,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
114,4,1,0,0,1,0.04257,0.63779,0.29338000000000003,0.13136,0.7583,0.19268,-0.21575,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
115,0,0,6,0,1,-2.3436,1.9388599999999998,1.43533,-0.7609600000000001,-1.3850200000000001,1.8620299999999999,1.2247,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0
116,1,1,0,1,1,0.22393000000000002,-0.57545,-0.8473200000000001,0.28783000000000003,1.1340700000000001,-1.37983,-2.07848,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0
117,0,0,0,1,1,0.62967,-0.57545,0.14143,-1.772,-0.40581,0.52975,-0.21575,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
118,1,1,5,0,1,1.6038299999999999,0.80523,1.43533,0.13136,-1.13788,0.52975,0.40148,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0
119,0,1,6,2,1,1.8399,-1.92173,-2.39883,1.11406,0.25953000000000004,-0.21711999999999998,-1.5485799999999998,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
120,0,1,5,0,1,-0.34799,0.63779,-0.97631,0.28783000000000003,1.46191,-0.21711999999999998,-0.8463700000000001,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
121,1,1,2,0,1,-1.05308,0.63779,-0.97631,-1.07533,0.7583,0.19268,1.92173,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
122,0,1,0,0,1,1.49158,-1.23177,-1.55521,-2.07848,-0.78155,0.52975,0.07987000000000001,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
123,5,0,2,0,1,0.22393000000000002,0.16767,-0.17779,-0.30172,-0.89891,-0.21711999999999998,-0.52593,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
124,1,1,5,0,1,0.22393000000000002,-0.69509,-0.45174,-0.01729,0.12330999999999999,1.29221,0.07987000000000001,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
125,4,0,4,0,1,-0.34799,1.9388599999999998,0.29338000000000003,0.43851999999999997,0.5848899999999999,-0.21711999999999998,-0.21575,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
126,5,0,5,0,1,-0.46725,1.2861,0.44585,0.13136,1.1340700000000001,0.52975,0.40148,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
127,4,0,5,0,1,-1.1943,0.63779,-1.1190200000000001,-0.45321000000000006,-0.00665,-0.21711999999999998,-0.8463700000000001,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
128,4,1,8,0,1,-0.34799,-0.80615,-0.8473200000000001,0.28783000000000003,0.9394899999999999,-1.37983,-2.07848,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
129,0,0,1,0,4,0.04257,0.63779,0.14143,0.13136,0.25953000000000004,-0.21711999999999998,-1.18084,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
130,4,1,2,0,1,-0.79151,0.9624799999999999,-1.1190200000000001,0.9415600000000001,0.41594,0.19268,0.40148,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
131,4,1,4,0,1,0.9109299999999999,0.32197,-1.42424,0.43851999999999997,2.33337,-0.71126,-1.18084,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
132,4,1,4,0,2,-1.5507799999999998,-0.15487,-1.2755299999999998,2.4626200000000003,0.5848899999999999,-1.37983,-2.07848,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
133,0,1,3,5,1,-0.24649000000000001,-0.57545,-0.58331,-0.15487,0.25953000000000004,-1.37983,-1.5485799999999998,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
134,0,0,2,0,1,-0.051879999999999996,0.16767,0.29338000000000003,-0.15487,0.12330999999999999,0.52975,0.40148,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
135,1,1,2,0,0,3.27393,-1.50796,-0.31776,0.59042,-0.65253,-1.37983,0.40148,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
136,0,1,4,0,1,-1.69163,1.58487,-0.58331,1.81866,1.6308799999999999,0.52975,-0.52593,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
137,4,1,5,0,1,-0.14882,-0.30033000000000004,-1.68062,1.81866,1.6308799999999999,1.29221,0.07987000000000001,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
138,4,1,5,0,1,-1.1943,1.58487,0.29338000000000003,0.7609600000000001,0.41594,-2.55524,-1.18084,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
139,5,0,5,0,1,-0.46725,-0.80615,0.14143,0.28783000000000003,0.9394899999999999,-1.37983,-1.18084,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
140,4,0,4,0,1,-0.051879999999999996,0.32197,-0.58331,0.9415600000000001,-0.27607,-0.21711999999999998,-0.21575,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
141,1,1,5,0,4,1.98437,0.32197,1.43533,0.9415600000000001,-0.27607,-0.71126,-0.21575,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
